16,0.008880405017407611
17,0.008154415991157293
18,0.01307634697877802
19,0.01554740298888646
20,0.014911248988937587
21,0.022847815009299666
22,0.028411157021764666
23,0.03705309799988754
24,0.05517724101082422
25,0.0849041560140904
26,0.11594060499919578
27,0.15109136700630188
28,0.2661429859872442
29,0.35356129199499264
30,0.5135409740032628
31,1.1303998510120437
32,1.3315664629917592
33,1.9156172599759884
34,3.1310766249953303
35,5.178333791001933
36,6.886023911996745
37,9.946084971015807
38,15.181366119999439
39,27.717554277012823
40,54.12744008001755
41,50.3771970809903
42,62.8972029860015
43,107.7064416250214
44,144.5376638470043
45,212.82402667598217
46,297.7063750590023
